		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts																																				
pseudo_1756	pseudo_transcript_0	0.903365849860361	-0.00831100101768635	10	10	0.5233034008687972	0.02038093862935494	10	10	0.8270735213089906	0.006289066172872053	10	10	0.8513501948264894	-0.01949358194972625	10	10	0.6484320898364841	-0.018385296666790913	10	10	0.8548692681097854	-0.027240077683902592	10	10	0.8083887379978991	-0.020770178552515447	10	10	0.9699113181120225	0.04256074338148588	10	10	0.9170147130800541	-0.06516406722694103	10	10
pseudo_1757	pseudo_transcript_0	0.587810621180094	0.003929836326150477	10	10	0.5764499012294049	0.005241421071642403	10	10	0.8444114110783775	-0.00011472559134930935	10	10	0.23916817763226794	-0.0908376431093544	10	10	0.1753914810879199	-0.05494342221971208	10	10	0.07952534549276759	-0.08122905643962065	10	10	0.34064176360192444	-0.26418426239368714	10	10	0.18757038608770038	-0.10734979472973472	10	10	0.1008039609901842	-0.12922838070437215	10	10
pseudo_1757	pseudo_transcript_1	0.6194150138399097	-0.012699820872354028	10	10	0.9048584517976311	-0.010942329931279643	10	10	0.6973208082496606	-0.010501437043244653	10	10	0.9267654621432521	0.015157591176310957	10	10	0.6021950018368138	-0.02729121745825099	10	10	0.8049489127444613	-0.027220827703600615	10	10	0.9832498803647907	0.106708431292961	9	9	0.31700300260450687	-0.08798889893406008	9	9	0.5680057616353589	-0.011220412438892047	9	9
pseudo_1757	pseudo_transcript_2	0.1266572004470598	0.02633965162753153	5	5	0.13274197835785978	-0.0176538102099854	5	5	0.9426823505977628	0.001994529767988174	5	5	0.520423683638928	-0.021417166256139875	5	5	0.12911424486650774	0.04058064481570844	5	5	0.622173913952387	0.027409129682922723	5	5	0.7982853135321542	-0.032166684675443896	5	5	0.2135932125270361	0.05400833788365714	5	5	0.3576027232454232	0.05671991279973734	5	5
pseudo_1758	pseudo_transcript_0	0.5414640697532502	0.013387055530607941	10	10	0.2987820117138964	-0.037758376859336897	10	10	0.23070814978885057	-0.020548816011252524	10	10	0.5457216018273552	-0.03679295751502067	10	10	0.8662375340806087	-0.03467387769358304	10	10	0.4264536859205046	-0.022304422709510687	10	10	0.4276503092222147	-0.09525161010363885	10	10	0.3778619752912068	-0.12320294846390033	10	10	0.244813305702536	0.045847275418749896	10	10
pseudo_1759	pseudo_transcript_0	0.9830871054084269	-0.00676296678823652	9	9	0.9363446971522914	0.005473662825787032	9	9	0.892252507355914	0.006818750917420895	9	9	0.3789580861354084	0.029729725041210825	9	9	0.9394184572808616	-0.022287249427822366	9	9	0.4292442338954445	0.00657365679655941	9	9	0.34714429601814334	0.08857383556858074	9	9	0.7573345451747007	0.11932017750481909	9	9	0.591816539232221	0.04842439642274272	9	9
pseudo_176	pseudo_transcript_0	0.48609448159623014	-0.01876215294397403	10	10	0.9236336830438254	-0.008453651089760752	10	10	0.5245557956552028	-0.012664989197654497	10	10	0.6922601295249595	0.027141107886864153	10	10	0.8725065518369669	0.10207634544979165	10	10	0.5211439618194582	0.09193650732732488	10	10	0.783195042375136	-0.00640331918840011	10	10	0.87412431509619	0.25365753995599566	10	10	0.942593058904537	0.21149955187678837	10	10
pseudo_1760	pseudo_transcript_0	0.6992698041877285	0.007672671683259167	10	10	0.6526405450084767	-0.008576372473707324	10	10	0.932699716403637	-0.006167930555812831	10	10	0.1987128915162112	0.047472653611764976	10	10	0.17136707226308645	0.06935348119289321	10	10	0.07641816818157283	0.10740699037009481	10	10	0.2514549794714066	0.19154321017025358	10	10	0.20502100850149996	0.2139442646427732	10	10	0.06534048165100163	0.2936997068069358	10	10
pseudo_1760	pseudo_transcript_1	0.5090815464325029	0.020443771173756117	10	10	0.1716695687626988	0.004268338680001024	10	10	0.12739954137599652	0.010124055577665936	10	10	0.27072393659489324	-0.09934532278713047	10	10	0.6541695097813134	-0.034534218712543314	10	10	0.26191782638612815	-0.06596602882610311	10	10	0.5612559008526257	-0.11708616348483829	10	10	0.973077274078163	-0.052689260947683135	10	10	0.6193043582585037	-0.07385323270723652	10	10
pseudo_1760	pseudo_transcript_2	0.03241112851702962	-0.03177061801274275	4	4	0.9456802772232885	-0.0016674222666126382	4	4	0.10846091278002451	-0.01635012024961212	4	4	0.4140735289155596	0.03187692480005356	4	4	0.396413515592707	0.027159157019208804	4	4	0.2812394949448679	0.029518040909631182	4	4	0.8493666810058478	-0.00222571078457375	4	4	0.418826021241432	0.07798317508812065	4	4	0.7562138720149609	0.037878732151773446	4	4
pseudo_1761	pseudo_transcript_0	0.02122032076877194	-0.08495791596456043	10	10	0.305435036588097	-0.04986200683478844	10	10	0.045735586235942365	-0.08261895424525606	10	10	0.6047279375414278	-0.012842886328671354	9	9	0.4313513723810586	-0.03579091774495235	9	9	0.8762429480638534	-0.04721133030667798	9	9	0.4873908167638732	-0.5037309646600543	10	10	0.09682342171659343	-0.46086325311028026	10	10	0.18022892944146274	-0.5081161384993117	10	10
pseudo_1761	pseudo_transcript_1	0.025027953666423897	0.026954049066827784	10	10	0.26308577976890213	-0.015484494161188961	10	10	0.42573365276356157	0.003735626481370845	10	10	0.5777725567250696	-0.034099529845009906	10	10	0.35869430693308546	-0.04554569852755197	10	10	0.28253524181090983	-0.02352865886384792	10	10	0.8071549383643036	0.11555313460627765	10	10	0.12823750677406767	-0.26633257672068916	10	10	0.49581555170505787	-0.09319319824775178	10	10
pseudo_1762	pseudo_transcript_0	0.642392712738757	-0.018322725595188726	10	10	0.8814653615351762	0.013435912995551774	10	10	0.6475755139726589	-0.006976091613585057	10	10	0.5184198355894842	0.02718994543046663	10	10	0.8831820738693927	0.0012016260975226168	10	10	0.8889101509428673	0.018518708230424546	10	10	0.7069890672139199	0.014690532575003995	10	10	0.914313097098089	-0.1129564651789043	10	10	0.9387518791982971	0.04760050098640615	10	10
pseudo_1763	pseudo_transcript_0	0.5000192918520261	-0.014213943602057225	10	10	0.5333653178291036	0.03041067023230946	10	10	0.8899488437124935	0.009389016947201104	10	10	0.16883593520150053	-0.21420645025836196	10	10	0.6492913834048064	-0.028791508649345893	10	10	0.23251209808902995	-0.12761387288416123	10	10	0.11084604176837275	-0.5782786352510135	10	10	0.8781929767325192	-0.015820330641749685	10	10	0.2254664009212819	-0.22185288608172846	10	10
pseudo_1763	pseudo_transcript_1	0.46418039894724183	-0.028420317495894725	9	9	0.8407688191962894	-0.02064926259530622	9	9	0.465932354351106	-0.007789126604622717	9	9	0.2055723220964285	0.03561336071051032	9	9	0.2243000782453749	-0.06117572264633378	9	9	0.7712140155875693	0.01669457169531703	9	9	0.3123682701143987	0.0745425058971186	9	9	0.1118995623518795	-0.2595317812971625	9	9	0.46560616147370026	-0.10730572261436537	9	9
pseudo_1764	pseudo_transcript_0	0.3540610119571752	-0.01236801629385243	10	10	0.21811610810949067	0.01606734965726685	10	10	0.1624818473585996	0.00809383267993026	10	10	0.8096473039209489	0.03715738917700953	10	10	0.9755394440990438	-0.016418111161990285	10	10	0.7790421494851977	0.013222097514739288	10	10	0.4784485955783677	0.07887312326526003	10	10	0.5506660267286984	0.0839655817930926	10	10	0.4348860149109329	0.16424605292424946	10	10
pseudo_1765	pseudo_transcript_0	0.2396471059221288	-0.03293563611429876	10	10	0.3131308918358022	0.013280895361806025	10	10	0.61376279861735	-0.014674026214784653	10	10	0.15027772684328872	0.08526538599446032	10	10	0.06254794457075918	-0.11741141419729621	10	10	0.6205326628602978	-0.025464624703706872	10	10	0.3836086458400748	0.16948418854747374	10	10	0.21060966334676168	-0.3535173407615059	10	10	0.673605610155681	-0.11994860874539674	10	10
pseudo_1766	pseudo_transcript_0	0.6055826192026846	-0.011597598556746691	10	10	0.8151625705215366	0.013666179003610538	9	9	0.8619307424589375	-0.006072406948343038	9	9	0.029329980201804162	0.02773215083423976	10	10	0.23720511389401178	0.017522247336940595	9	9	0.09424887527542807	0.03297973032163353	9	9	0.062323849566387306	0.091447315114277	10	10	0.2379017354993861	0.25019890363229114	9	9	0.13427032674125086	0.12152558498761416	9	9
pseudo_1767	pseudo_transcript_0	0.824675990979465	-0.022566217082129702	10	10	0.04993224070855117	-0.026858261346208	10	10	0.2778572086247474	-0.01775411007542212	10	10	0.9943100564390341	-0.037983486725877806	10	10	0.9523704232501237	0.051937828976830136	10	10	0.9314255798566133	-0.02379487303217007	10	10	0.8105490704838718	-0.3060733296267777	10	10	0.5009501401484844	-0.07485019724734283	10	10	0.7424002567767352	-0.23035530602658336	10	10
pseudo_1768	pseudo_transcript_0	0.508575833932247	0.004293651995886629	10	10	0.16617169091655049	0.03439075148847349	10	10	0.6938045370919192	0.00847866750650314	10	10	0.3545049234783064	-0.03393264845525836	10	10	0.8759579539671694	0.011498367065802354	10	10	0.7334022171700992	-0.034867833155295756	10	10	0.2032739515643328	-0.17612089320771437	9	9	0.6849023807248886	0.15601253865674855	10	10	0.39196334962503476	-0.09459467578071105	9	9
pseudo_1768	pseudo_transcript_1	0.5514282266319956	0.010849657963758247	10	10	0.34780671186458234	0.0259437406245308	10	10	0.8184355273426939	0.006592107149776969	10	10	0.08129551124515948	-0.09349842061880077	10	10	0.23270814220514968	-0.10193626319209252	10	10	0.035234152686442394	-0.07819445171443005	10	10	0.116667312354523	-0.3161909161114425	10	10	0.5969526782226054	-0.16916393549635225	9	9	0.05550546119616748	-0.2280660065587552	9	9
pseudo_1769	pseudo_transcript_0	0.3091484015209638	-0.0524372497106802	10	10	0.3052489147147095	-0.013903934837680062	10	10	0.15660089756545845	-0.04033071602388099	10	10	0.8485556534665568	0.06460203391086237	10	10	0.5310710030230565	-0.01712911083811051	10	10	0.8511023741043817	0.019377217531180935	10	10	0.7560122608275228	0.05643428054295311	9	9	0.8459678725936848	0.15781527546679633	9	9	0.847277888128968	0.10831704929044374	9	9
pseudo_177	pseudo_transcript_0	0.436259261476479	-0.06194142681523212	10	10	0.4243987389866769	0.004123861657106796	10	10	0.4021730269040259	-0.031067448708627137	10	10	0.957021237616754	-0.047188890967880044	9	9	0.051653079447932126	0.03055195120298439	10	10	0.5881764211904099	0.03257065939088248	9	9	0.3118088923551795	-0.31256424352558293	10	10	0.18269875797659896	0.09336879975732966	10	10	0.9611759822925832	-0.036224550443667264	10	10
pseudo_1770	pseudo_transcript_0	0.49203646431414116	-0.016509209915629264	10	10	0.5174154460747391	-0.015720753636996005	10	10	0.26067685401074403	-0.02008414951058935	10	10	0.9217305117127004	0.03165157539725035	10	10	0.6715036272251216	-0.055401054449882615	10	10	0.6261939941603334	-0.015341626387267535	10	10	0.9222820449903745	-0.08177881890646939	10	10	0.6825697995115536	-0.3620787166316401	10	10	0.7576550261255955	-0.1205185932429984	10	10
pseudo_1771	pseudo_transcript_0	0.8502361843977398	-0.005505539700327608	10	10	0.07633164856520677	0.042871950275547854	10	10	0.13717974781123282	0.008863614867416127	10	10	0.9280246659441889	0.0031846837448533164	10	10	0.9531232339078812	0.00788765191720576	9	9	0.9841742019041104	-0.0168003833497962	9	9	0.9751205298625635	0.01362627076808312	8	8	0.39514112096362985	0.06992513073879493	9	9	0.2610440997582296	0.1232790191042306	8	8
pseudo_1772	pseudo_transcript_0	0.41654725855509944	-0.01558976632006283	10	10	0.5929854385824993	-0.004552385116840544	10	10	0.8165873545709963	0.00038398015128136034	10	10	0.36050817762805587	0.13370902740969035	10	10	0.42834665722263077	0.07353658678679438	10	10	0.1749688287354979	0.06388500866211046	10	10	0.2303781920350524	0.09186282180724449	10	10	0.2892720988035319	0.23716795354455042	10	10	0.1712459559620585	0.16031742994600784	10	10
pseudo_1773	pseudo_transcript_0	0.6442244816676517	-0.03645475350827327	9	9	0.23516506040917018	-0.054296567886802836	9	9	0.6123651172791591	-0.040257377523625536	9	9	0.7754496410746642	0.03142367356383833	10	10	0.2839134984800614	0.061403483252698676	9	9	0.730872884192764	0.02629525739877697	9	9	0.6633918184013377	-0.15530616347405235	10	10	0.9182997949601778	0.06600808175264385	9	9	0.7343305909414615	-0.11600186450214184	9	9
pseudo_1774	pseudo_transcript_0	0.4309354506856041	-0.021590826732288872	10	10	0.1315339467015132	-0.0015553085595263634	10	10	0.6688011484157876	-0.008166732876029687	10	10	0.9129270122178899	0.021925001261521037	10	10	0.8164200795565	0.020997992345974836	10	10	0.9754143676920674	-0.0001475250824468898	10	10	0.881610729913732	0.11250825782074292	10	10	0.5723448103686026	-0.06764500525139526	10	10	0.5363577552713108	-0.0014829502258722437	10	10
pseudo_1775	pseudo_transcript_0	0.0518303618226723	0.02572203903205758	10	10	0.4897371977297298	0.06522631827176768	10	10	0.06957692689237774	0.03954153648773744	10	10	0.24976507014180338	-0.09758202589105451	10	10	0.12584627576397003	0.13988823136475323	10	10	0.9110877123583025	0.04739529545341239	10	10	0.7440265375106629	-0.10355662526065605	10	10	0.026372186195194398	0.5375030719958666	10	10	0.13170663607237107	0.2781114563836991	10	10
pseudo_1776	pseudo_transcript_0	0.7745786273840911	-0.008245163381216841	9	9	0.5312989192262196	-0.0001758461336068886	9	9	0.543271617401621	-0.0003253959016959763	9	9	0.6497475495773194	0.01525777754236452	9	9	0.6626409775673677	-0.03651783323755146	9	9	0.8121836526582016	-0.013576506098129293	9	9	0.7813578285917173	0.10164824416612812	9	9	0.4324433183092333	-0.1590609473464155	9	9	0.5714614794737597	-0.06437544134142877	9	9
pseudo_1777	pseudo_transcript_0	0.3195757358011606	-0.010567607282368064	10	10	0.9597296197122508	0.010875192389846087	10	10	0.5391254173722977	-0.008188104416707882	10	10	0.5870121157622552	0.033106766112292886	10	10	0.6444282520980295	-0.00429412775972104	10	10	0.8398223937319762	0.012642018483038149	10	10	0.819204614528031	0.11393554169144025	10	10	0.7107549422123334	-0.007528392641581357	10	10	0.8101975678891516	-0.009608633175791156	10	10
pseudo_1777	pseudo_transcript_1	0.19237449374261129	0.024309214305716937	10	10	0.0433718964326602	-0.03663991637023794	10	10	0.4712844596306658	-0.007685429609227555	10	10	0.19161072560666415	-0.02667183024392839	10	10	0.1592837616078998	0.03587237902272628	9	9	0.05519487202377582	0.07403675610685266	9	9	0.08765685555224002	0.10031822392846303	10	10	0.4088841896128884	0.026737989689123488	10	10	0.13928989105640688	0.1840034774153739	10	10
pseudo_1778	pseudo_transcript_0	0.19671313867224915	-0.018213082251795087	10	10	0.6163823279744187	-0.01689300211543668	10	10	0.11686966132274716	-0.021130068916043434	10	10	0.5449317640431981	0.03943128342533815	10	10	0.5599148963300102	0.051614537661256225	10	10	0.5169934610078168	0.03603860391418073	10	10	0.8831820345485552	-0.006146480832869995	10	10	0.8988967082391707	0.10946978501236504	10	10	0.9630997312449778	-0.010926247212077264	10	10
pseudo_1778	pseudo_transcript_1	0.6594268765956216	-0.01736748936618916	10	10	0.49381125721544294	-0.016367192321536047	9	9	0.8968816666717232	-0.0068362206020838425	9	9	0.40577216044980524	0.06097862049127744	9	9	0.35845760017875494	-0.10758867275898722	9	9	0.9332632600752268	-0.02497110506436608	8	8	0.3868777254886667	-0.026053507314856155	10	10	0.3128315283617712	-0.2020816283014262	8	8	0.9946129936370608	-0.08187500115020889	8	8
pseudo_1779	pseudo_transcript_0	0.01953389011524126	0.03773731124110496	10	10	0.5143571435485311	-0.013611598890180007	10	10	0.1957724823523076	0.016683134211909485	10	10	0.08136471414156757	0.032594694393226924	10	10	0.9438102043021758	-0.06659644286990991	10	10	0.28867471071062345	-0.0302109450646741	10	10	0.015039646861944434	0.34315393752412243	10	10	0.7432412015432179	-0.1777256506725192	10	10	0.25811562916307473	0.09364635852640131	10	10
pseudo_178	pseudo_transcript_0	0.3217158646646331	0.031232872283587135	9	9	0.8009870018760716	-0.034953793819420986	10	10	0.6348389935007783	-0.014821090594457168	9	9	0.5637001790750702	0.03251575038962844	9	9	0.8314156986439687	-0.08849400927056718	9	9	0.6200904970712782	0.052009835693258344	8	8	0.29326094210709286	0.16453836078244674	9	9	0.7868027777354889	-0.07836028279151196	9	9	0.7285865096408928	0.18834545117173787	9	9
pseudo_1780	pseudo_transcript_0	0.2877226324509681	-0.008683233960553155	10	10	0.25361511036393336	0.042396891144014126	10	10	0.8493793600047541	0.006567033730347265	10	10	0.02632289205340536	0.08884797353200247	10	10	0.9599841539824651	-0.031695645848672384	10	10	0.14240986933215932	0.05235094403011809	10	10	0.082746615806206	0.22357201046638164	10	10	0.6348804804572103	0.08598238548354953	10	10	0.10097109855399478	0.06852582888819657	10	10
pseudo_1781	pseudo_transcript_0	0.9193068645416049	-0.012234654780995611	10	10	0.005313837435281636	-0.0410904516441545	10	10	0.12504133630201794	-0.03541644473522328	10	10	0.0673710681964709	-0.13933537871794396	10	10	0.2501406747908279	0.11285730924438615	10	10	0.33535930485242027	-0.002589638342732417	10	10	0.07599879134734146	-0.3751609771219449	10	10	0.8932427993089636	0.0719980264104443	10	10	0.14698050833482898	-0.09004451106814408	10	10
pseudo_1782	pseudo_transcript_0	0.2750474329798852	0.010600089138126758	10	10	0.16412973864777514	-0.048177662841833176	10	10	0.08859617296401438	-0.017344976956962688	10	10	0.807805404307661	-0.023836890192272753	10	10	0.556435275172964	0.02412171766498607	10	10	0.9003060113701054	0.01648447117701671	10	10	0.6645482487401002	-0.008850781690690765	10	10	0.6289488980665646	-0.0434689487555642	10	10	0.48217264830446716	-0.06809324693759518	10	10
pseudo_1783	pseudo_transcript_0	0.7867785903428427	0.0023560929171548175	2	2	0.19743766921412542	0.022916660497774122	2	2	0.32064509869744673	0.01263637670746447	2	2	0.5380894112715766	0.0377465445906152	2	2	0.8673775267638496	0.004516833883765791	2	2	0.4269877395329289	0.021131689237190495	2	2	0.5526168661962096	0.11788861529941705	2	2	0.2801173405852926	0.10861491950976267	2	2	0.2965533252642416	0.11325176740458986	2	2
pseudo_1783	pseudo_transcript_1	0.9539274644837834	-0.027980099581921703	8	8	0.9331699340516713	0.0024236702859329953	8	8	0.8358876942587654	0.007637071544835765	8	8	0.9777212223731754	-0.053449196231108644	8	8	0.7265352555657141	0.01203280206504928	8	8	0.8224840462508928	-0.017727193519646536	8	8	0.9555881310390952	-0.17112241668607897	8	8	0.8621049433680996	0.0794621642581395	8	8	0.9179031438420262	-0.04729637625504968	8	8
pseudo_1783	pseudo_transcript_2	0.2400740052660919	-0.01503604960521084	2	2	0.16840474242120274	-0.01676010338995023	2	2	0.09620835911536534	-0.015898076497580536	2	2	0.07199697817748583	0.07160481011913317	2	2	0.7695962061026587	-0.021823436084019793	2	2	0.4900447023207952	0.02489068701755669	2	2	0.16386692230977218	0.14477047808543803	2	2	0.574830052545313	-0.13667364020903391	2	2	0.957548496415409	0.00404841893820207	2	2
pseudo_1783	pseudo_transcript_3	0.31196964954578565	-0.034946147270549205	10	10	0.004205582585190441	-0.05708664944110525	10	10	0.2310167951136074	-0.045067642646975575	10	10	0.004087694868640563	-0.13683098443034644	9	9	0.8360038300952299	-0.02085911003630515	9	9	0.04129304365824716	-0.09256686231256472	9	9	0.010868402026970887	-0.3913049140237988	10	10	0.1269474649624327	-0.44856315821877996	10	10	0.013461945279786223	-0.3941287049271703	10	10
pseudo_1784	pseudo_transcript_0	0.6923188786622883	-0.003685053163629666	9	9	0.6893475058711964	0.01848849011880842	9	9	0.7736285575535001	0.001738217010706932	9	9	0.9055559160350922	0.02779011981856286	9	9	0.09435535070351873	0.02849095602655188	9	9	0.24803706950868876	0.01884353486490392	9	9	0.7920161185318979	0.10116242429082545	9	9	0.13336760792850524	0.3590744964350214	9	9	0.1508925599969746	0.05716152102737817	9	9
pseudo_1785	pseudo_transcript_0	0.69693599611037	-0.027517910283147106	10	10	0.7046202157106166	-0.04909251777656446	10	10	0.9630015628674427	-0.02641082181606144	10	10	0.12202880916506915	-0.05646671594846751	10	10	0.8139468225910292	-0.039839352764635495	10	10	0.13307212762526557	-0.02163561064412183	10	10	0.23599772048906165	-0.24563042209308059	10	10	0.44871045905374185	-0.27420965596360714	10	10	0.22980713592878288	-0.26850553177958875	10	10
pseudo_1786	pseudo_transcript_0	0.33278214044157417	-0.015059914337538408	10	10	0.49421116816714483	0.024055220138278304	10	10	0.6838777243375083	0.01331856202269537	10	10	0.584559698246123	0.02309141540140573	10	10	0.010453980281732148	0.007675842687952142	10	10	0.03565376792679332	0.017816385487360805	10	10	0.4881400499824272	0.135321233763561	10	10	0.007799799405149677	0.25755005688826077	10	10	0.04190980153479021	0.2426223091851899	10	10
pseudo_1787	pseudo_transcript_0	0.05235491378199925	0.027095722292577645	10	10	0.6186049079597413	-0.002583738099826736	10	10	0.29250841631733093	0.016842311295051617	10	10	0.22766859968763964	0.002638560363912861	10	10	0.15712357164899127	0.03225257584636654	10	10	0.05946695345072346	0.01844342064613508	10	10	0.03944616216054482	0.2645913616692069	10	10	0.23830617067003568	0.12668860059417236	10	10	0.04199092260320663	0.10258504411352219	10	10
pseudo_1788	pseudo_transcript_0	0.06001529972290061	0.011431282349485076	10	10	0.7046200801168696	0.0030821680764364003	10	10	0.2939650819793479	0.01955737365888784	10	10	0.9340082923660725	-0.04853265723463653	10	10	0.9749043116819058	-0.034979339374058824	10	10	0.7261817994651789	0.018606460732053187	10	10	0.8825534602288713	0.17736345383884836	10	10	0.9452370007039088	-0.1275587240640137	10	10	0.8623449621023883	-0.031086984686781977	10	10
pseudo_1788	pseudo_transcript_1	0.6731830845206164	-0.02098452027293819	10	10	0.14376128089410017	-0.037998935429391575	10	10	0.23819674850574735	-0.02261088319823873	10	10	0.7690836077038854	0.046706987809626066	10	10	0.9403245105160101	-0.01393296149124352	10	10	0.8984052086339119	0.001721052334098687	10	10	0.6735375053514026	0.09849252664344138	10	10	0.5435306305013439	-0.11432647139719732	10	10	0.487201647104092	-0.1490474864184057	10	10
pseudo_1789	pseudo_transcript_0	0.43625925944415356	0.01883091917071417	10	10	0.05176976055928917	-0.03147243140999615	9	9	0.15086381282467975	-0.005412242244165941	9	9	0.7063424267809725	-0.005595310600578098	10	10	0.6002593049119984	-0.026403743619744718	9	9	0.4016946889971056	-0.03682277891497766	9	9	0.9974582486968134	0.01245194399629764	10	10	0.1699327583391429	-0.12159746773938788	9	9	0.14659683811163782	-0.10787005171692358	9	9
pseudo_1789	pseudo_transcript_1	0.32188097968117535	-0.031172641965562114	10	10	0.9506164444821011	-0.015056261708424354	10	10	0.28458349779922143	-0.008589689167910738	10	10	0.37525974210795665	-0.08999394141893181	10	10	0.9507847531131901	-0.006740027394474562	10	10	0.3019708370751992	-0.0718780674175718	10	10	0.13145470800088657	-0.3224405226354518	10	10	0.8932427999094066	-0.11588893906169047	10	10	0.17428728007814587	-0.21428269801921498	10	10
pseudo_179	pseudo_transcript_0	0.4925333770421563	0.031142357316028952	10	10	0.019079485287853	0.04932812434744971	10	10	0.01865912655727912	0.030227234358707167	10	10	0.32876802729987	0.01589731908952381	10	10	0.9796681636102369	-0.017416352340971854	10	10	0.7352110418223475	-0.017537391620769328	10	10	0.15279184562497666	0.0904428400534736	9	9	0.2724493985488007	0.07217198720147074	10	10	0.24820988187202653	0.0511396440943979	9	9
pseudo_179	pseudo_transcript_1	0.3576171919119495	-0.010795167866549443	3	3	0.17214278363187197	-0.014420260801810676	3	3	0.12429042375278479	-0.01260771433418006	3	3	0.37358594567115	-0.026648763825192195	3	3	0.022787973763069267	0.08236372329826741	3	3	0.19752115705911943	0.02785747973653761	3	3	0.19956187520239288	-0.10376936045565167	3	3	0.05485024665474818	0.19744736400466	3	3	0.436796024527245	0.04683900177450415	3	3
pseudo_179	pseudo_transcript_2	0.34640681157481445	-0.04998154529450782	5	5	0.25751554429494705	-0.026242635833578207	5	5	0.21034622690472782	-0.03535593534308196	5	5	0.4422455361778922	-0.035196768136922574	4	4	0.1911548182479902	-0.08676102009510084	5	5	0.3424036176244615	-0.021091954861924656	4	4	0.07226730740839311	-0.42107995980240126	5	5	0.14968930212416245	-0.32439193383226106	5	5	0.05361406565203832	-0.3879839616080247	5	5
pseudo_179	pseudo_transcript_3	0.3273021215702028	0.016934649344616373	10	10	0.377111486778253	-0.010028378794452867	10	10	0.9238780587266467	0.006975545981097813	10	10	0.3340935453002801	0.054105765463421884	10	10	0.8164200789390315	0.03413463489092173	10	10	0.5700763523928282	0.03438019544056752	10	10	0.11102444397797863	0.2826647337485512	10	10	0.5908516258903569	0.08424326803934118	10	10	0.49124515174540895	0.09334092866753395	10	10
pseudo_1790	pseudo_transcript_0	0.6440878562310042	0.012347203848240096	10	10	0.5354411275132693	-0.016265869088829404	10	10	0.8338752810618024	-0.010875816444025686	10	10	0.4105772445782079	-0.0915212657920554	10	10	0.7497569148545313	0.028054716049434037	10	10	0.7460945280243179	-0.029211663169764677	10	10	0.5336853774853703	-0.15404218681482126	10	10	0.9781436668713712	0.08164514258842129	10	10	0.8233217171282299	-0.06368305420909241	10	10
pseudo_1790	pseudo_transcript_1	0.2802816714613138	0.0018240308966260867	10	10	0.9170570007495671	-0.012183747228997574	10	10	0.5040976297068492	-0.0057459175011960115	10	10	0.4085523342813162	0.018366638671602542	10	10	0.4016861206183765	0.009546914681949376	10	10	0.4453109425020375	0.0646061701487901	10	10	0.3158263821328361	0.08537540428699077	10	10	0.400155436689843	0.06184314497654838	10	10	0.24188779968931373	0.1750697909246609	10	10
pseudo_1791	pseudo_transcript_0	0.2683432533504795	0.03330737131091679	10	10	0.3950527667457808	-0.022002353693600343	10	10	0.9509982420333887	0.008023654687534933	10	10	0.35286003746608985	-0.08353035797023849	10	10	0.6444282505864893	-0.10673959265321505	10	10	0.32818130114406197	-0.062489849806457276	10	10	0.7132157571887294	-0.061840172116044693	10	10	0.2236230130954997	-0.30646669177716607	10	10	0.24677738552304984	-0.15237571146807402	10	10
pseudo_1792	pseudo_transcript_0	0.7254207426303907	0.04750264732389758	10	10	0.8671673042197001	-0.012519161994502303	10	10	0.9807051793520212	0.005036468980745679	10	10	0.7345079026680992	0.004660403653233937	10	10	0.30763652148388754	-0.02446612232018014	10	10	0.5826431116173054	-0.018714731905336807	10	10	0.47082075493029985	0.08986298638035121	10	10	0.2053049574340795	-0.045945391233765794	10	10	0.7417921202494656	-0.061220445296540076	10	10
